time,voltage,current
199.60,3.6699,1.0027
199.70,3.6703,1.0018
199.80,3.6673,1.0151
199.90,3.6714,0.9891
200.00,3.6712,0.9926
200.10,3.6685,1.0015
200.20,3.6678,1.0107
200.30,3.6694,0.9989
200.40,3.6703,0.9932
200.50,3.6683,1.0103
200.60,3.6697,0.9983
200.70,3.6723,0.9916
200.80,3.6677,1.0072
200.90,3.6693,1.0015
201.00,3.6721,0.9869
201.10,3.6692,0.9999
201.20,3.6673,1.0100
201.30,3.6692,0.9973
201.40,3.6687,1.0021
201.50,3.6675,1.0059
201.60,3.6704,0.9926
201.70,3.6700,0.9989
201.80,3.6675,1.0097
201.90,3.6699,0.9986
202.00,3.6712,0.9827
202.10,3.6683,0.9993
202.20,3.6678,1.0056
202.30,3.6689,1.0043
202.40,3.6692,0.9935
202.50,3.6674,1.0037
202.60,3.6684,0.9983
202.70,3.6680,0.9986
202.80,3.6674,1.0034
202.90,3.6684,1.0005
203.00,3.6683,0.9989
203.10,3.6682,0.9983
203.20,3.6664,1.0098
203.30,3.6682,1.0002
203.40,3.6682,1.0005
203.50,3.6672,1.0059
203.60,3.6707,0.9894
203.70,3.6689,0.9935
203.80,3.6666,1.0103
203.90,3.6662,1.0053
204.00,3.6703,0.9872
204.10,3.6688,0.9970
204.20,3.6662,1.0065
204.30,3.6679,0.9989
204.40,3.6678,1.0024
204.50,3.6666,1.0059
204.60,3.6691,0.9894
204.70,3.6685,0.9999
204.80,3.6676,0.9980
204.90,3.6665,1.0049
205.00,3.6679,0.9989
205.10,3.6676,0.9983
205.20,3.6654,1.0065
205.30,3.6666,0.9999
205.40,3.6673,0.9993
205.50,3.6657,1.0046
205.60,3.6678,1.0005
205.70,3.6701,0.9869
205.80,3.6669,0.9996
205.90,3.6658,1.0059
206.00,3.6670,0.9967
206.10,3.6667,1.0021
206.20,3.6660,1.0059
206.30,3.6659,0.9992
206.40,3.6676,1.0005
206.50,3.6662,1.0042
206.60,3.6679,0.9973
206.70,3.6693,0.9891
206.80,3.6665,1.0008
206.90,3.6657,1.0030
207.00,3.6664,1.0002
207.10,3.6658,1.0002
207.20,3.6651,1.0043
207.30,3.6659,1.0005
207.40,3.6669,0.9938
207.50,3.6664,0.9996
207.60,3.6646,1.0024
207.70,3.6664,1.0015
207.80,3.6661,1.0046
207.90,3.6647,1.0037
208.00,3.6689,0.9856
208.10,3.6669,0.9932
208.20,3.6647,1.0078
208.30,3.6656,0.9992
208.40,3.6660,0.9996
208.50,3.6661,0.9970
208.60,3.6638,1.0067
208.70,3.6659,0.9999
208.80,3.6659,0.9999
208.90,3.6647,1.0030
209.00,3.6653,0.9999
209.10,3.6662,0.9976
209.20,3.6642,1.0056
209.30,3.6649,0.9992
209.40,3.6662,0.9954
209.50,3.6656,1.0018
209.60,3.6644,1.0056
209.70,3.6661,1.0003
209.80,3.6680,0.9869
209.90,3.6641,1.0059
210.00,3.6644,1.0056
210.10,3.6649,0.9992
210.20,3.6636,1.0062
210.30,3.6669,0.9904
210.40,3.6662,0.9923
210.50,3.6642,1.0030
210.60,3.6628,1.0065
210.70,3.6649,1.0021
210.80,3.6641,1.0007
210.90,3.6640,1.0011
211.00,3.6670,0.9840
211.10,3.6645,0.9992
211.20,3.6639,1.0015
211.30,3.6632,1.0018
211.40,3.6641,1.0034
211.50,3.6642,0.9970
211.60,3.6633,1.0015
211.70,3.6638,1.0021
211.80,3.6642,0.9967
211.90,3.6629,1.0035
212.00,3.6642,1.0024
212.10,3.6640,1.0043
212.20,3.6640,1.0021
212.30,3.6632,0.9983
212.40,3.6648,0.9948
212.50,3.6639,1.0011
212.60,3.6624,1.0059
212.70,3.6639,0.9948
212.80,3.6638,1.0008
212.90,3.6625,1.0049
213.00,3.6637,0.9968
213.10,3.6648,0.9904
213.20,3.6629,0.9980
213.30,3.6620,1.0059
213.40,3.6637,0.9999
213.50,3.6638,0.9948
213.60,3.6622,1.0068
213.70,3.6629,0.9996
213.80,3.6627,0.9983
213.90,3.6619,1.0056
214.00,3.6633,1.0040
214.10,3.6635,0.9996
214.20,3.6654,0.9856
214.30,3.6621,1.0072
214.40,3.6630,0.9980
214.50,3.6626,1.0021
214.60,3.6611,1.0021
214.70,3.6629,0.9976
214.80,3.6626,0.9996
214.90,3.6618,1.0008
215.00,3.6628,0.9973
215.10,3.6633,0.9945
215.20,3.6627,1.0003
215.30,3.6607,1.0043
215.40,3.6627,0.9964
215.50,3.6628,0.9983
215.60,3.6614,1.0037
215.70,3.6620,0.9996
215.80,3.6629,0.9973
215.90,3.6623,1.0011
216.00,3.6602,1.0068
216.10,3.6629,0.9948
216.20,3.6629,0.9942
216.30,3.6610,1.0017
216.40,3.6625,0.9967
216.50,3.6622,0.9992
216.60,3.6605,1.0024
216.70,3.6617,0.9986
216.80,3.6622,0.9983
216.90,3.6620,0.9986
217.00,3.6613,1.0034
217.10,3.6615,0.9967
217.20,3.6615,0.9935
217.30,3.6602,1.0063
217.40,3.6621,0.9945
217.50,3.6620,0.9989
217.60,3.6607,1.0011
217.70,3.6613,1.0008
217.80,3.6616,0.9986
217.90,3.6614,0.9970
218.00,3.6602,1.0053
218.10,3.6621,0.9967
218.20,3.6616,0.9989
218.30,3.6607,1.0002
218.40,3.6611,1.0008
218.50,3.6611,1.0028
218.60,3.6601,1.0049
218.70,3.6614,0.9999
218.80,3.6616,0.9938
218.90,3.6612,0.9986
219.00,3.6600,0.9992
219.10,3.6617,0.9938
219.20,3.6610,0.9986
219.30,3.6594,1.0065
219.40,3.6610,0.9973
219.50,3.6609,0.9973
219.60,3.6596,1.0042
219.70,3.6601,1.0008
219.80,3.6610,0.9986
219.90,3.6612,1.0034
220.00,3.6605,1.0049
220.10,3.6607,0.9980
220.20,3.6605,0.9980
220.30,3.6596,1.0030
220.40,3.6602,1.0015
220.50,3.6606,0.9980
220.60,3.6606,1.0000
220.70,3.6589,1.0021
220.80,3.6604,0.9961
220.90,3.6603,0.9951
221.00,3.6599,1.0062
221.10,3.6605,0.9964
221.20,3.6601,0.9999
221.30,3.6586,1.0059
221.40,3.6600,0.9973
221.50,3.6600,1.0002
221.60,3.6600,0.9964
221.70,3.6589,1.0081
221.80,3.6603,0.9957
221.90,3.6600,0.9954
222.00,3.6584,1.0046
222.10,3.6596,0.9942
222.20,3.6590,0.9992
222.30,3.6588,1.0015
222.40,3.6585,1.0024
222.50,3.6594,0.9976
222.60,3.6595,0.9976
222.70,3.6586,0.9999
222.80,3.6595,0.9961
222.90,3.6595,1.0021
223.00,3.6583,1.0059
223.10,3.6597,0.9961
223.20,3.6587,0.9989
223.30,3.6580,1.0053
223.40,3.6579,1.0049
223.50,3.6589,1.0008
223.60,3.6584,1.0011
223.70,3.6573,1.0040
223.80,3.6588,0.9938
223.90,3.6584,0.9957
224.00,3.6575,1.0072
224.10,3.6587,0.9935
224.20,3.6588,0.9964
224.30,3.6586,1.0008
224.40,3.6571,1.0024
224.50,3.6587,0.9967
224.60,3.6583,0.9999
224.70,3.6569,1.0091
224.80,3.6579,0.9964
224.90,3.6583,0.9989
225.00,3.6569,1.0094
225.10,3.6581,0.9948
225.20,3.6582,0.9961
225.30,3.6579,0.9954
225.40,3.6568,1.0024
225.50,3.6584,1.0002
225.60,3.6583,0.9967
225.70,3.6566,1.0040
225.80,3.6577,0.9964
225.90,3.6578,0.9996
226.00,3.6573,1.0014
226.10,3.6566,0.9999
226.20,3.6578,0.9970
226.30,3.6572,0.9964
226.40,3.6561,1.0008
226.50,3.6578,1.0011
226.60,3.6582,1.0002
226.70,3.6547,1.0122
226.80,3.6574,1.0015
226.90,3.6577,0.9989
227.00,3.6570,1.0008
227.10,3.6557,1.0042
227.20,3.6578,1.0037
227.30,3.6571,0.9989
227.40,3.6566,1.0021
227.50,3.6574,0.9983
227.60,3.6575,0.9992
227.70,3.6560,1.0005
227.80,3.6575,0.9919
227.90,3.6568,0.9992
228.00,3.6575,0.9967
228.10,3.6555,1.0049
228.20,3.6575,0.9947
228.30,3.6568,1.0002
228.40,3.6562,1.0024
228.50,3.6570,0.9961
228.60,3.6570,0.9964
228.70,3.6551,1.0059
228.80,3.6570,0.9983
228.90,3.6570,0.9996
229.00,3.6568,0.9992
229.10,3.6558,1.0043
229.20,3.6567,0.9973
229.30,3.6569,0.9929
229.40,3.6550,1.0091
229.50,3.6565,0.9967
229.60,3.6562,0.9992
229.70,3.6549,1.0053
229.80,3.6562,0.9976
229.90,3.6568,0.9986
230.00,3.6567,0.9942
230.10,3.6548,1.0056
230.20,3.6563,1.0011
230.30,3.6560,1.0008
230.40,3.6546,1.0070
230.50,3.6561,0.9986
230.60,3.6561,1.0015
230.70,3.6552,1.0062
230.80,3.6550,1.0059
230.90,3.6563,1.0018
231.00,3.6559,0.9996
231.10,3.6546,1.0065
231.20,3.6561,0.9983
231.30,3.6558,1.0008
231.40,3.6544,1.0049
231.50,3.6568,0.9943
231.60,3.6570,0.9913
231.70,3.6550,0.9989
231.80,3.6543,1.0075
231.90,3.6555,0.9996
232.00,3.6553,0.9973
232.10,3.6538,1.0056
232.20,3.6558,0.9951
232.30,3.6557,0.9989
232.40,3.6542,1.0091
232.50,3.6554,1.0008
232.60,3.6569,0.9905
232.70,3.6554,0.9954
232.80,3.6539,1.0030
232.90,3.6557,0.9973
233.00,3.6551,0.9942
233.10,3.6544,1.0027
233.20,3.6552,1.0021
233.30,3.6551,0.9973
233.40,3.6535,1.0059
233.50,3.6554,0.9970
233.60,3.6546,0.9996
233.70,3.6546,0.9933
233.80,3.6533,1.0027
233.90,3.6551,0.9989
234.00,3.6546,0.9961
234.10,3.6530,1.0034
234.20,3.6545,0.9970
234.30,3.6547,0.9957
234.40,3.6539,1.0040
234.50,3.6537,1.0018
234.60,3.6549,0.9967
234.70,3.6543,1.0014
234.80,3.6535,1.0002
234.90,3.6543,1.0008
235.00,3.6544,0.9961
235.10,3.6530,1.0049
235.20,3.6542,0.9989
235.30,3.6542,0.9942
235.40,3.6543,0.9973
235.50,3.6530,1.0011
235.60,3.6543,0.9980
235.70,3.6540,1.0021
235.80,3.6528,1.0060
235.90,3.6541,0.9942
236.00,3.6541,0.9967
236.10,3.6528,1.0037
236.20,3.6536,1.0002
236.30,3.6535,1.0002
236.40,3.6537,0.9964
236.50,3.6520,1.0034
236.60,3.6541,0.9992
236.70,3.6535,0.9964
236.80,3.6526,0.9996
236.90,3.6528,0.9982
237.00,3.6539,0.9961
237.10,3.6519,1.0034
237.20,3.6534,0.9986
237.30,3.6532,0.9951
237.40,3.6530,1.0005
237.50,3.6510,1.0034
237.60,3.6534,0.9945
237.70,3.6529,0.9951
237.80,3.6516,1.0062
237.90,3.6531,0.9999
238.00,3.6522,0.9943
238.10,3.6519,1.0005
238.20,3.6520,1.0027
238.30,3.6530,0.9989
238.40,3.6529,0.9951
238.50,3.6514,1.0018
238.60,3.6524,1.0018
238.70,3.6521,0.9992
238.80,3.6514,1.0049
238.90,3.6524,0.9976
239.00,3.6523,0.9948
239.10,3.6530,0.9986
239.20,3.6508,1.0097
239.30,3.6524,0.9964
239.40,3.6524,0.9961
239.50,3.6514,1.0072
239.60,3.6525,0.9961
239.70,3.6521,0.9926
239.80,3.6505,1.0015
239.90,3.6518,0.9967
240.00,3.6517,1.0002
240.10,3.6517,0.9961
240.20,3.6498,1.0046
240.30,3.6522,0.9976
240.40,3.6514,0.9992
240.50,3.6501,1.0049
240.60,3.6516,0.9973
240.70,3.6519,0.9961
240.80,3.6504,1.0046
240.90,3.6514,0.9967
241.00,3.6513,0.9970
241.10,3.6516,0.9976
241.20,3.6499,1.0049
241.30,3.6515,0.9957
241.40,3.6511,0.9961
241.50,3.6504,0.9992
241.60,3.6512,1.0008
241.70,3.6517,1.0011
241.80,3.6511,0.9961
241.90,3.6503,1.0002
242.00,3.6509,0.9976
242.10,3.6511,0.9973
242.20,3.6498,0.9996
242.30,3.6510,1.0003
242.40,3.6510,0.9970
242.50,3.6493,1.0027
242.60,3.6508,0.9996
242.70,3.6509,0.9964
242.80,3.6508,0.9926
242.90,3.6490,1.0027
243.00,3.6505,0.9964
243.10,3.6506,0.9973
243.20,3.6495,1.0040
243.30,3.6507,0.9996
243.40,3.6508,0.9968
243.50,3.6487,1.0081
243.60,3.6501,1.0027
243.70,3.6509,0.9992
243.80,3.6502,1.0002
243.90,3.6488,1.0027
244.00,3.6503,0.9986
244.10,3.6500,1.0056
244.20,3.6486,1.0018
244.30,3.6500,0.9970
244.40,3.6499,0.9973
244.50,3.6484,1.0056
244.60,3.6498,0.9999
244.70,3.6499,1.0002
244.80,3.6498,0.9989
244.90,3.6482,1.0053
245.00,3.6500,0.9967
245.10,3.6500,0.9957
245.20,3.6478,1.0056
245.30,3.6493,0.9989
245.40,3.6494,0.9976
245.50,3.6484,0.9992
245.60,3.6490,1.0003
245.70,3.6495,0.9989
245.80,3.6493,0.9976
245.90,3.6479,0.9999
246.00,3.6496,0.9948
246.10,3.6492,0.9961
246.20,3.6481,1.0018
246.30,3.6494,0.9970
246.40,3.6487,0.9976
246.50,3.6497,0.9970
246.60,3.6478,1.0053
246.70,3.6491,0.9996
246.80,3.6486,1.0015
246.90,3.6482,1.0094
247.00,3.6488,0.9967
247.10,3.6484,0.9951
247.20,3.6478,1.0049
247.30,3.6488,0.9957
247.40,3.6486,0.9973
247.50,3.6491,0.9989
247.60,3.6471,1.0040
247.70,3.6493,0.9961
247.80,3.6485,0.9968
247.90,3.6471,1.0065
248.00,3.6489,0.9957
248.10,3.6487,0.9964
248.20,3.6466,1.0068
248.30,3.6482,0.9942
248.40,3.6479,0.9999
248.50,3.6481,0.9964
248.60,3.6464,1.0062
248.70,3.6485,0.9970
248.80,3.6479,0.9967
248.90,3.6467,1.0067
249.00,3.6478,0.9945
249.10,3.6479,0.9996
249.20,3.6471,1.0002
249.30,3.6481,0.9980
249.40,3.6479,0.9980
249.50,3.6474,0.9964
249.60,3.6462,1.0027
249.70,3.6481,1.0015
249.80,3.6477,1.0002
249.90,3.6462,1.0034
250.00,3.6485,0.9950
250.10,3.6472,0.9976
250.20,3.6474,1.0021
250.30,3.6474,1.0046
250.40,3.6474,0.9961
250.50,3.6477,0.9948
250.60,3.6460,1.0062
250.70,3.6479,0.9970
250.80,3.6475,0.9980
250.90,3.6457,1.0072
251.00,3.6472,1.0015
251.10,3.6465,1.0007
251.20,3.6475,1.0008
251.30,3.6457,1.0037
251.40,3.6465,1.0053
251.50,3.6475,0.9970
251.60,3.6451,1.0068
251.70,3.6470,1.0034
251.80,3.6469,0.9996
251.90,3.6451,1.0068
252.00,3.6464,1.0008
252.10,3.6464,0.9976
252.20,3.6470,0.9936
252.30,3.6453,0.9996
252.40,3.6472,0.9967
252.50,3.6466,0.9957
252.60,3.6447,1.0056
252.70,3.6473,0.9986
252.80,3.6467,0.9996
252.90,3.6454,1.0018
253.00,3.6454,1.0027
253.10,3.6462,1.0015
253.20,3.6466,0.9980
253.30,3.6449,1.0056
253.40,3.6461,0.9970
253.50,3.6461,0.9957
253.60,3.6438,1.0059
253.70,3.6460,0.9983
253.80,3.6460,0.9938
253.90,3.6452,1.0002
254.00,3.6444,1.0005
254.10,3.6463,0.9935
254.20,3.6458,1.0018
254.30,3.6443,1.0005
254.40,3.6459,0.9989
254.50,3.6456,0.9942
254.60,3.6446,1.0065
254.70,3.6454,1.0002
254.80,3.6456,0.9964
254.90,3.6459,0.9964
255.00,3.6439,1.0027
255.10,3.6455,1.0034
255.20,3.6453,0.9976
255.30,3.6440,0.9999
255.40,3.6450,0.9986
255.50,3.6451,0.9948
255.60,3.6441,1.0068
255.70,3.6452,0.9932
255.80,3.6452,0.9967
255.90,3.6452,1.0015
256.00,3.6433,1.0008
256.10,3.6448,0.9957
256.20,3.6454,0.9976
256.30,3.6435,1.0015
256.40,3.6451,0.9929
256.50,3.6445,0.9957
256.60,3.6431,1.0002
256.70,3.6439,0.9996
256.80,3.6445,0.9992
256.90,3.6450,0.9954
257.00,3.6439,0.9967
257.10,3.6448,0.9942
257.20,3.6449,0.9894
257.30,3.6436,0.9989
257.40,3.6442,0.9951
257.50,3.6446,0.9926
257.60,3.6437,0.9961
257.70,3.6436,0.9989
257.80,3.6442,0.9954
257.90,3.6446,0.9948
258.00,3.6428,1.0027
258.10,3.6443,0.9992
258.20,3.6441,0.9986
258.30,3.6425,1.0030
258.40,3.6441,1.0021
258.50,3.6436,0.9996
258.60,3.6441,0.9919
258.70,3.6424,1.0014
258.80,3.6439,0.9942
258.90,3.6439,0.9900
259.00,3.6417,1.0037
259.10,3.6441,0.9948
259.20,3.6436,0.9957
259.30,3.6423,1.0030
259.40,3.6434,0.9983
259.50,3.6441,0.9929
259.60,3.6436,0.9964
259.70,3.6424,1.0046
259.80,3.6439,0.9890
259.90,3.6439,0.9919
260.00,3.6400,1.0116
260.10,3.6428,1.0034
260.20,3.6437,0.9954
260.30,3.6422,1.0002
260.40,3.6435,0.9986
260.50,3.6430,0.9932
260.60,3.6427,1.0024
260.70,3.6398,1.0097
260.80,3.6437,0.9910
260.90,3.6433,0.9957
261.00,3.6397,1.0160
261.10,3.6426,0.9948
261.20,3.6430,0.9973
261.30,3.6423,0.9951
261.40,3.6423,0.9986
261.50,3.6407,1.0059
261.60,3.6424,0.9948
261.70,3.6414,1.0002
261.80,3.6406,1.0078
261.90,3.6424,0.9878
262.00,3.6405,1.0056
262.10,3.6409,1.0040
262.20,3.6429,0.9932
262.30,3.6425,0.9957
262.40,3.6393,1.0160
262.50,3.6420,0.9935
262.60,3.6425,0.9929
262.70,3.6391,1.0094
262.80,3.6414,0.9996
262.90,3.6425,0.9945
263.00,3.6404,1.0030
263.10,3.6416,0.9993
263.20,3.6421,0.9919
263.30,3.6397,1.0043
263.40,3.6386,1.0072
263.50,3.6416,0.9957
263.60,3.6419,0.9967
263.70,3.6392,1.0091
263.80,3.6423,0.9935
263.90,3.6417,0.9951
264.00,3.6379,1.0164
264.10,3.6418,0.9961
264.20,3.6415,0.9982
264.30,3.6415,0.9983
264.40,3.6397,1.0030
264.50,3.6410,0.9986
264.60,3.6407,0.9996
264.70,3.6396,1.0002
264.80,3.6411,0.9973
264.90,3.6408,0.9992
265.00,3.6396,1.0034
265.10,3.6408,0.9980
265.20,3.6404,0.9975
265.30,3.6414,0.9986
265.40,3.6393,1.0040
265.50,3.6408,0.9983
265.60,3.6410,0.9970
265.70,3.6392,0.9996
265.80,3.6404,0.9989
265.90,3.6395,1.0015
266.00,3.6392,1.0024
266.10,3.6400,0.9961
266.20,3.6405,0.9942
266.30,3.6386,1.0081
266.40,3.6378,1.0107
266.50,3.6409,0.9976
266.60,3.6401,0.9961
266.70,3.6385,1.0018
266.80,3.6399,0.9976
266.90,3.6400,0.9970
267.00,3.6401,0.9980
267.10,3.6383,1.0053
267.20,3.6398,0.9976
267.30,3.6407,0.9970
267.40,3.6384,1.0077
267.50,3.6400,0.9942
267.60,3.6397,1.0015
267.70,3.6380,1.0053
267.80,3.6400,0.9948
267.90,3.6397,0.9942
268.00,3.6393,1.0002
268.10,3.6363,1.0154
268.20,3.6399,0.9913
268.30,3.6397,0.9945
268.40,3.6386,1.0015
268.50,3.6395,0.9975
268.60,3.6389,0.9980
268.70,3.6359,1.0132
268.80,3.6394,0.9913
268.90,3.6400,0.9916
269.00,3.6383,1.0091
269.10,3.6368,1.0062
269.20,3.6395,0.9938
269.30,3.6393,0.9954
269.40,3.6374,0.9976
269.50,3.6371,1.0068
269.60,3.6389,0.9957
269.70,3.6388,0.9967
269.80,3.6352,1.0176
269.90,3.6387,0.9932
270.00,3.6390,0.9929
270.10,3.6372,0.9983
270.20,3.6387,0.9926
270.30,3.6368,1.0040
270.40,3.6358,1.0110
270.50,3.6386,0.9923
270.60,3.6392,0.9926
270.70,3.6368,1.0081
270.80,3.6357,1.0094
270.90,3.6395,0.9923
271.00,3.6391,0.9916
271.10,3.6360,1.0072
271.20,3.6372,1.0021
271.30,3.6390,0.9916
271.40,3.6365,1.0040
271.50,3.6364,1.0053
271.60,3.6388,0.9907
271.70,3.6378,0.9961
271.80,3.6351,1.0103
271.90,3.6363,1.0005
272.00,3.6393,0.9881
272.10,3.6351,1.0072
272.20,3.6360,1.0059
272.30,3.6378,0.9948
272.40,3.6371,1.0043
272.50,3.6373,1.0018
272.60,3.6378,0.9951
272.70,3.6378,0.9973
272.80,3.6346,1.0127
272.90,3.6379,0.9961
273.00,3.6383,0.9942
273.10,3.6362,1.0037
273.20,3.6372,0.9942
273.30,3.6373,0.9935
273.40,3.6355,1.0072
273.50,3.6347,1.0126
273.60,3.6376,0.9888
273.70,3.6377,0.9929
273.80,3.6340,1.0065
273.90,3.6352,1.0063
274.00,3.6381,0.9891
274.10,3.6354,0.9999
274.20,3.6352,1.0049
274.30,3.6362,0.9992
274.40,3.6377,0.9904
274.50,3.6340,1.0116
274.60,3.6356,1.0002
274.70,3.6375,0.9945
274.80,3.6353,1.0018
274.90,3.6354,1.0040
275.00,3.6372,0.9880
275.10,3.6332,1.0100
275.20,3.6354,0.9989
275.30,3.6369,0.9897
275.40,3.6345,1.0046
275.50,3.6340,1.0119
275.60,3.6359,0.9948
275.70,3.6370,0.9904
275.80,3.6336,1.0068
275.90,3.6342,1.0056
276.00,3.6366,0.9891
276.10,3.6338,1.0028
276.20,3.6341,1.0084
276.30,3.6357,0.9951
276.40,3.6363,0.9926
276.50,3.6322,1.0129
276.60,3.6344,0.9986
276.70,3.6361,0.9907
276.80,3.6331,1.0075
276.90,3.6341,1.0034
277.00,3.6358,0.9923
277.10,3.6338,1.0024
277.20,3.6336,1.0060
277.30,3.6352,0.9989
277.40,3.6356,0.9938
277.50,3.6340,1.0065
277.60,3.6349,0.9986
277.70,3.6352,0.9976
277.80,3.6331,1.0034
277.90,3.6350,0.9948
278.00,3.6354,0.9967
278.10,3.6322,1.0145
278.20,3.6347,0.9964
278.30,3.6351,0.9929
278.40,3.6355,0.9935
278.50,3.6318,1.0148
278.60,3.6347,0.9992
278.70,3.6351,0.9932
278.80,3.6332,0.9983
278.90,3.6351,0.9932
279.00,3.6328,1.0056
279.10,3.6325,1.0075
279.20,3.6341,0.9964
279.30,3.6349,0.9907
279.40,3.6334,1.0035
279.50,3.6315,1.0107
279.60,3.6348,0.9954
279.70,3.6346,0.9938
279.80,3.6322,1.0075
279.90,3.6341,0.9970
280.00,3.6349,0.9938
280.10,3.6325,1.0040
280.20,3.6318,1.0126
280.30,3.6348,0.9897
280.40,3.6342,0.9980
280.50,3.6322,1.0024
280.60,3.6344,0.9961
280.70,3.6338,0.9945
280.80,3.6305,1.0180
280.90,3.6338,0.9980
281.00,3.6349,0.9935
281.10,3.6339,0.9938
281.20,3.6315,1.0027
281.30,3.6318,1.0034
281.40,3.6340,0.9919
281.50,3.6310,1.0109
281.60,3.6334,1.0018
281.70,3.6340,0.9910
281.80,3.6331,0.9951
281.90,3.6305,1.0145
282.00,3.6327,1.0024
282.10,3.6344,0.9926
282.20,3.6321,1.0024
282.30,3.6333,0.9926
282.40,3.6333,0.9970
282.50,3.6301,1.0151
282.60,3.6335,0.9915
282.70,3.6335,0.9907
282.80,3.6310,1.0091
282.90,3.6306,1.0138
283.00,3.6341,0.9872
283.10,3.6327,0.9970
283.20,3.6303,1.0122
283.30,3.6330,0.9957
283.40,3.6335,0.9932
283.50,3.6317,0.9999
283.60,3.6309,1.0091
283.70,3.6330,0.9912
283.80,3.6325,0.9932
283.90,3.6298,1.0037
284.00,3.6308,1.0015
284.10,3.6305,1.0018
284.20,3.6310,1.0037
284.30,3.6332,0.9897
284.40,3.6313,0.9983
284.50,3.6292,1.0119
284.60,3.6315,1.0027
284.70,3.6326,0.9881
284.80,3.6315,1.0017
284.90,3.6288,1.0135
285.00,3.6321,0.9967
285.10,3.6322,0.9929
285.20,3.6308,1.0027
285.30,3.6305,0.9996
285.40,3.6327,0.9964
285.50,3.6294,1.0065
285.60,3.6308,1.0043
285.70,3.6321,0.9910
285.80,3.6315,0.9961
285.90,3.6277,1.0169
286.00,3.6310,0.9999
286.10,3.6327,0.9907
286.20,3.6310,0.9970
286.30,3.6297,1.0119
286.40,3.6313,0.9967
286.50,3.6319,0.9894
286.60,3.6297,1.0056
286.70,3.6295,1.0046
286.80,3.6323,0.9942
286.90,3.6295,0.9999
287.00,3.6293,1.0063
287.10,3.6316,0.9989
287.20,3.6299,0.9967
287.30,3.6311,0.9938
287.40,3.6291,1.0078
287.50,3.6298,1.0005
287.60,3.6305,0.9989
287.70,3.6309,0.9954
287.80,3.6296,1.0046
287.90,3.6291,0.9980
288.00,3.6309,0.9929
288.10,3.6290,1.0063
288.20,3.6274,1.0094
288.30,3.6316,0.9929
288.40,3.6310,0.9900
288.50,3.6294,1.0018
288.60,3.6280,1.0119
288.70,3.6304,0.9951
288.80,3.6312,0.9897
288.90,3.6276,1.0103
289.00,3.6295,0.9992
289.10,3.6310,0.9904
289.20,3.6278,1.0053
289.30,3.6280,1.0138
289.40,3.6305,0.9881
289.50,3.6303,0.9923
289.60,3.6272,1.0094
289.70,3.6287,1.0034
289.80,3.6310,0.9900
289.90,3.6278,1.0059
290.00,3.6284,1.0034
290.10,3.6304,0.9923
290.20,3.6294,0.9967
290.30,3.6264,1.0109
290.40,3.6289,0.9948
290.50,3.6296,0.9945
290.60,3.6271,1.0072
290.70,3.6282,0.9983
290.80,3.6300,0.9992
290.90,3.6262,1.0100
291.00,3.6299,0.9954
291.10,3.6296,0.9961
291.20,3.6286,0.9999
291.30,3.6253,1.0173
291.40,3.6298,0.9912
291.50,3.6292,0.9913
291.60,3.6277,1.0021
291.70,3.6285,0.9942
291.80,3.6280,1.0008
291.90,3.6258,1.0084
292.00,3.6284,0.9942
292.10,3.6292,0.9913
292.20,3.6268,1.0107
292.30,3.6260,1.0065
292.40,3.6293,0.9926
292.50,3.6293,0.9948
292.60,3.6269,1.0094
292.70,3.6282,0.9996
292.80,3.6289,0.9932
292.90,3.6282,0.9961
293.00,3.6243,1.0170
293.10,3.6281,0.9967
293.20,3.6289,0.9948
293.30,3.6268,0.9996
293.40,3.6283,0.9932
293.50,3.6274,0.9957
293.60,3.6247,1.0151
293.70,3.6277,0.9973
293.80,3.6288,0.9878
293.90,3.6267,1.0030
294.00,3.6250,1.0094
294.10,3.6273,0.9964
294.20,3.6283,0.9926
294.30,3.6254,1.0091
294.40,3.6265,0.9989
294.50,3.6283,0.9935
294.60,3.6249,1.0098
294.70,3.6272,0.9957
294.80,3.6283,0.9957
294.90,3.6264,1.0008
295.00,3.6249,1.0091
295.10,3.6271,0.9983
295.20,3.6281,0.9942
295.30,3.6263,1.0034
295.40,3.6263,1.0024
295.50,3.6285,0.9916
295.60,3.6251,1.0081
295.70,3.6272,0.9993
295.80,3.6279,0.9961
295.90,3.6271,0.9945
296.00,3.6244,1.0094
296.10,3.6262,1.0024
296.20,3.6277,0.9929
296.30,3.6252,1.0072
296.40,3.6265,0.9961
296.50,3.6273,0.9926
296.60,3.6248,1.0040
296.70,3.6240,1.0078
296.80,3.6280,0.9936
296.90,3.6272,0.9942
297.00,3.6239,1.0075
297.10,3.6261,0.9983
297.20,3.6275,0.9926
297.30,3.6244,1.0132
297.40,3.6262,0.9976
297.50,3.6269,0.9932
297.60,3.6259,0.9970
297.70,3.6231,1.0113
297.80,3.6260,0.9973
297.90,3.6265,0.9912
298.00,3.6249,1.0011
298.10,3.6245,1.0072
298.20,3.6255,1.0008
298.30,3.6252,0.9976
298.40,3.6268,0.9945
298.50,3.6243,1.0053
298.60,3.6248,1.0043
298.70,3.6251,0.9957
298.80,3.6268,0.9913
298.90,3.6243,0.9999
299.00,3.6228,1.0088
299.10,3.6246,1.0049
299.20,3.6267,0.9900
299.30,3.6243,1.0040
299.40,3.6236,1.0027
